"","X","...1","id","scientificName","kingdom","vernacularName","individualCount","longitudeDecimal","latitudeDecimal","country","stateProvince","eventDate","eventTime"
"495",495,495,"96451993@OBS","Acrocephalus arundinaceus","Animalia","Great Reed Warbler",1,23.2343110442,53.1093852594,"Poland",NA,"2003-06-05",NA
"496",496,496,"95584233@OBS","Anguis fragilis","Animalia","Slow Worm",1,22.660677,53.465007,"Poland",NA,"2014-05-13","09:31:00"
"497",497,497,"95584141@OBS","Vipera berus","Animalia","Northern Viper",1,22.65,53.45,"Poland",NA,"2014-05-13","09:31:00"
"498",498,498,"95583396@OBS","Erythromma najas","Animalia","Large Redeye",1,22.64,53.491,"Poland",NA,"2014-05-13","10:30:00"
"499",499,499,"95583322@OBS","Gomphus vulgatissimus","Animalia","Common Clubtail",1,22.64,53.491,"Poland",NA,"2014-05-13","10:21:00"
"500",500,500,"95580958@OBS","Prunella collaris","Animalia","Alpine Accentor",1,19.9576950073,49.2682526015,"Poland",NA,"2009-08-03",NA
"501",501,501,"95580957@OBS","Turdus pilaris","Animalia","Fieldfare",1,19.9566650391,49.3018448197,"Poland",NA,"2009-08-02",NA
"502",502,502,"95580956@OBS","Clanga pomarina","Animalia","Lesser Spotted Eagle",7,22.6126098633,49.2462933246,"Poland",NA,"2009-08-02",NA
"503",503,503,"95580949@OBS","Dendrocopos leucotos","Animalia","White-backed Woodpecker",1,23.8478851318,52.7009383112,"Poland",NA,"2009-07-30",NA
"504",504,504,"95580947@OBS","Picoides tridactylus","Animalia","Eurasian Three-toed Woodpecker",2,23.8478851318,52.7009383112,"Poland",NA,"2009-07-29",NA
"505",505,505,"95580944@OBS","Dryobates minor","Animalia","Lesser Spotted Woodpecker",1,23.8478851318,52.7009383112,"Poland",NA,"2009-07-29",NA
"506",506,506,"95580943@OBS","Canis lupus","Animalia","Wolf",2,23.75,52.75,"Poland",NA,"2009-07-28",NA
"507",507,507,"95580939@OBS","Clanga pomarina","Animalia","Lesser Spotted Eagle",1,23.8485717773,52.901033339,"Poland",NA,"2009-07-28",NA
"508",508,508,"95580938@OBS","Anser anser","Animalia","Greylag Goose",1,23.8485717773,52.901033339,"Poland",NA,"2009-07-28",NA
"509",509,509,"95580937@OBS","Emberiza citrinella","Animalia","Yellowhammer",1,23.8485717773,52.901033339,"Poland",NA,"2009-07-28",NA
"510",510,510,"95580930@OBS","Chlidonias hybrida","Animalia","Whiskered Tern",1,23.8485717773,52.901033339,"Poland",NA,"2009-07-28",NA
"511",511,511,"95580929@OBS","Haliaeetus albicilla","Animalia","White-tailed Eagle",2,23.8485717773,52.901033339,"Poland",NA,"2009-07-28",NA
"512",512,512,"95580927@OBS","Luscinia luscinia","Animalia","Thrush Nightingale",1,23.8235092163,52.7007302656,"Poland",NA,"2009-07-28",NA
"513",513,513,"95580926@OBS","Oriolus oriolus","Animalia","Eurasian Golden Oriole",1,23.8235092163,52.7007302656,"Poland",NA,"2009-07-28",NA
"514",514,514,"95580925@OBS","Serinus serinus","Animalia","European Serin",1,23.8235092163,52.7007302656,"Poland",NA,"2009-07-28",NA
"515",515,515,"95580924@OBS","Loxia curvirostra","Animalia","Red Crossbill",1,23.8235092163,52.7007302656,"Poland",NA,"2009-07-28",NA
"516",516,516,"95580922@OBS","Picoides tridactylus","Animalia","Eurasian Three-toed Woodpecker",2,23.8235092163,52.7007302656,"Poland",NA,"2009-07-28",NA
"517",517,517,"95580921@OBS","Picus canus","Animalia","Grey-headed Woodpecker",1,23.8,52.7,"Poland",NA,"2009-07-28",NA
"518",518,518,"95580901@OBS","Motacilla flava","Animalia","Western Yellow Wagtail",1,22.577419281,53.4468643953,"Poland",NA,"2009-07-26",NA
"519",519,519,"95580897@OBS","Cygnus olor","Animalia","Mute Swan",1,22.577419281,53.4468643953,"Poland",NA,"2009-07-26",NA
"520",520,520,"95580893@OBS","Acrocephalus schoenobaenus","Animalia","Sedge Warbler",1,22.577419281,53.4468643953,"Poland",NA,"2009-07-26",NA
"521",521,521,"95580892@OBS","Lanius collurio","Animalia","Red-backed Shrike",1,22.577419281,53.4468643953,"Poland",NA,"2009-07-26",NA
"522",522,522,"95580891@OBS","Lanius excubitor","Animalia","Great Grey Shrike",1,22.577419281,53.4468643953,"Poland",NA,"2009-07-26",NA
"523",523,523,"95580886@OBS","Grus grus","Animalia","Common Crane",84,22.577419281,53.4468643953,"Poland",NA,"2009-07-26",NA
"524",524,524,"95399566@OBS","Nucifraga caryocatactes","Animalia","Spotted Nutcracker",1,19.9489197784659,49.2561966355001,"Poland",NA,"1991-07-19",NA
"525",525,525,"95399482@OBS","Campanula alpina","Plantae",NA,1,19.9489197784659,49.2561966355001,"Poland",NA,"1991-07-19",NA
"526",526,526,"95399432@OBS","Orthilia secunda","Plantae","Toothed Wintergreen",1,19.94,49.25,"Poland",NA,"1991-07-19",NA
"527",527,527,"95399422@OBS","Lilium martagon","Plantae","Martagon Lily",1,19.9489197784659,49.2561966355001,"Poland",NA,"1991-07-19",NA
"528",528,528,"95399420@OBS","Adenostyles alliariae","Plantae",NA,1,19.9489237150065,49.2562000135001,"Poland",NA,"1991-07-19",NA
"529",529,529,"95399411@OBS","Sempervivum montanum","Plantae","Mountain House-leek",1,19.9489197784659,49.2561966355001,"Poland",NA,"1991-07-19",NA
"530",530,530,"95399409@OBS","Rhodiola rosea","Plantae","Rosewort",1,19.9489197784659,49.2561966355001,"Poland",NA,"1991-07-19",NA
"531",531,531,"95399397@OBS","Pedicularis oederi","Plantae","Oeder's lousewort",1,20.0556010113,49.2141818856,"Poland",NA,"1991-07-19",NA
"532",532,532,"95399396@OBS","Gentiana punctata","Plantae","Spotted gentian",1,20.0556010113,49.2141818856,"Poland",NA,"1991-07-19",NA
"533",533,533,"95399393@OBS","Geum montanum","Plantae",NA,1,20.0556010113,49.2141818856,"Poland",NA,"1991-07-19",NA
"534",534,534,"95398441@OBS","Epipactis palustris","Plantae","Marsh Helleborine",1,23.5,51.15,"Poland",NA,"1991-07-14",NA
"535",535,535,"95398435@OBS","Hyla arborea","Animalia","Common Tree Frog",1,23.5,51.15,"Poland",NA,"1991-07-14",NA
"536",536,536,"95398419@OBS","Veratrum lobelianum","Plantae",NA,1,23.5233324766,51.1699697019,"Poland",NA,"1991-07-14",NA
"537",537,537,"95397837@OBS","Melampyrum nemorosum","Plantae","Wood Cow-wheat",1,22.6298940182,53.342799744,"Poland",NA,"1991-07-08",NA
"538",538,538,"95397649@OBS","Castor fiber","Animalia","Eurasian Beaver",1,22.7,53.45,"Poland",NA,"1991-07-06",NA
"539",539,539,"95397553@OBS","Somatochlora flavomaculata","Animalia","Yellow-spotted Emerald",1,21.7,53.55,"Poland",NA,"1991-07-06",NA
"540",540,540,"95397514@OBS","Somatochlora flavomaculata","Animalia","Yellow-spotted Emerald",1,21.7,53.55,"Poland",NA,"1991-07-06",NA
"541",541,541,"95397434@OBS","Motacilla alba","Animalia","White Wagtail",1,21.8155324459,53.6364031778,"Poland",NA,"1991-07-05",NA
"542",542,542,"95397384@OBS","Gomphus vulgatissimus","Animalia","Common Clubtail",1,21.8155324459,53.6364031778,"Poland",NA,"1991-07-05",NA
"543",543,543,"95313702@OBS","Cardamine trifolia","Plantae","Trefoil Cress",1,19.95562156,49.27121561,"Poland",NA,"2014-10-17","15:35:00"
"544",544,544,"95232037@OBS","Parus major","Animalia","Great Tit",1,15.1208129270588,52.7040531973804,"Poland",NA,"2014-11-07","09:02:00"
"545",545,545,"95190669@OBS","Eupithecia tantillaria","Animalia","Dwarf Pug",2,23.849,52.703,"Poland",NA,"2013-05-15",NA
"546",546,546,"89377651@OBS","Pinguicula spec.","Plantae",NA,1,19.9554866551,49.2700615654,"Poland",NA,"2014-10-17","15:41:00"
"547",547,547,"89377646@OBS","Ranunculus alpestris","Plantae",NA,1,19.9554866551,49.2700615654,"Poland",NA,"2014-10-17","15:41:00"
"548",548,548,"89377636@OBS","Asplenium viride","Plantae","Green Spleenwort",1,19.95,49.25,"Poland",NA,"2014-10-17","15:35:00"
"549",549,549,"89377542@OBS","Astrantia major","Plantae","Great Masterwort",1,19.95562156,49.27121561,"Poland",NA,"2014-10-17","15:35:00"
"550",550,550,"89377511@OBS","Cirsium erisithales","Plantae","Yellow Thistle",1,19.95562156,49.27121561,"Poland",NA,"2014-10-17","15:35:00"
"551",551,551,"89377430@OBS","Soldanella spec.","Plantae",NA,1,19.95562156,49.27121561,"Poland",NA,"2014-10-17","15:35:00"
"552",552,552,"89374447@OBS","Ciconia nigra","Animalia","Black Stork",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"553",553,553,"89374435@OBS","Carex canescens","Plantae","White Sedge",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"554",554,554,"89374425@OBS","Rhynchospora alba","Plantae","White Beak-sedge",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"555",555,555,"89374416@OBS","Quercus petraea","Plantae","Sessile Oak",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"556",556,556,"89374403@OBS","Salvia pratensis","Plantae","Meadow Clary",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"557",557,557,"89374392@OBS","Scheuchzeria palustris","Plantae","Rannoch-rush",1,16.2,54.05,"Poland",NA,"2014-06-21",NA
"558",558,558,"89374277@OBS","Carex disticha","Plantae","Brown Sedge",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"559",559,559,"89374268@OBS","Helichrysum arenarium","Plantae","Strawflower",1,16.2,54.05,"Poland",NA,"2014-06-21",NA
"560",560,560,"89373321@OBS","Carex limosa","Plantae","Bog-sedge",1,16.2,54.05,"Poland",NA,"2014-06-21",NA
"561",561,561,"89373227@OBS","Echium vulgare","Plantae","Viper's-bugloss",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"562",562,562,"89373220@OBS","Coenonympha glycerion","Animalia","Chestnut Heath",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"563",563,563,"89373212@OBS","Campanula rapunculus","Plantae","Rampion Bellflower",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"564",564,564,"89373207@OBS","Aristolochia clematitis","Plantae","Birthwort",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"565",565,565,"89373194@OBS","Verbascum lychnitis","Plantae","White Mullein",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"566",566,566,"89373189@OBS","Vaccinium oxycoccos","Plantae","Small Cranberry",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"567",567,567,"89373187@OBS","Clinopodium acinos","Plantae","Basil Thyme",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"568",568,568,"89373176@OBS","Melampyrum pratense","Plantae","Common Cow-wheat",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"569",569,569,"89373132@OBS","Carex pairae","Plantae",NA,1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"570",570,570,"89373019@OBS","Circus aeruginosus","Animalia","Western Marsh Harrier",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"571",571,571,"89373001@OBS","Martes martes","Animalia","Pine Marten",1,16.2,54.05,"Poland",NA,"2014-06-21",NA
"572",572,572,"89372986@OBS","Agrostemma githago","Plantae","Corncockle",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"573",573,573,"89372981@OBS","Trifolium medium","Plantae","Zigzag Clover",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"574",574,574,"89372959@OBS","Carex vesicaria","Plantae","Bladder-sedge",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"575",575,575,"89372954@OBS","Centaurea scabiosa","Plantae","Greater Knapweed",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"576",576,576,"89372930@OBS","Geranium pratense","Plantae","Meadow Crane's-bill",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"577",577,577,"89372919@OBS","Vipera berus","Animalia","Northern Viper",1,16.240310662,54.0877510942,"Poland",NA,"2014-06-21",NA
"578",578,578,"89372522@OBS","Carex arenaria","Plantae","Sand Sedge",1,15.0565338065,51.7267729652,"Poland",NA,"2014-06-20",NA
"579",579,579,"89372483@OBS","Jasione montana","Plantae","Sheep's-bit",1,15.0565338065,51.7267729652,"Poland",NA,"2014-06-20",NA
"580",580,580,"89372474@OBS","Agrimonia procera","Plantae","Fragrant Agrimony",1,15.0565338065,51.7267729652,"Poland",NA,"2014-06-20",NA
"581",581,581,"89372443@OBS","Stellaria aquatica","Plantae","Water Chickweed",1,15.0565338065,51.7267729652,"Poland",NA,"2014-06-20",NA
"582",582,582,"89372412@OBS","Coenonympha arcania","Animalia","Pearly Heath",1,15.05,51.7,"Poland",NA,"2014-06-20",NA
"583",583,583,"89372401@OBS","Chelidonium majus","Plantae","Greater Celandine",1,15.0565338065,51.7267729652,"Poland",NA,"2014-06-20",NA
"584",584,584,"89372394@OBS","Dianthus deltoides","Plantae","Maiden Pink",1,15.0565338065,51.7267729652,"Poland",NA,"2014-06-20",NA
"585",585,585,"89372369@OBS","Coenonympha glycerion","Animalia","Chestnut Heath",1,15.05,51.7,"Poland",NA,"2014-06-20",NA
"586",586,586,"89372351@OBS","Carex colchica","Plantae",NA,1,15.0565338065,51.7267729652,"Poland",NA,"2014-06-20",NA
"587",587,587,"89372322@OBS","Corvus corax","Animalia","Northern Raven",1,15.0565338065,51.7267729652,"Poland",NA,"2014-06-20",NA
"588",588,588,"89372306@OBS","Saxicola rubetra","Animalia","Whinchat",1,15.0565338065,51.7267729652,"Poland",NA,"2014-06-20",NA
"589",589,589,"89372291@OBS","Arnoseris minima","Plantae","Lamb's Succory",1,15.05,51.7,"Poland",NA,"2014-06-20",NA
"590",590,590,"89372275@OBS","Carex hartmanii","Plantae",NA,1,15.0565338065,51.7267729652,"Poland",NA,"2014-06-20",NA
"591",591,591,"89372267@OBS","Ornithopus perpusillus","Plantae","Bird's-foot",1,15.0565338065,51.7267729652,"Poland",NA,"2014-06-20",NA
"592",592,592,"89372265@OBS","Coenonympha pamphilus","Animalia","Small Heath",1,15.0565338065,51.7267729652,"Poland",NA,"2014-06-20",NA
"593",593,593,"89372256@OBS","Armeria maritima","Plantae","Thrift",1,15.0565338065,51.7267729652,"Poland",NA,"2014-06-20",NA
"594",594,594,"89372250@OBS","Melanargia galathea","Animalia","Marbled White",1,15.0565338065,51.7267729652,"Poland",NA,"2014-06-20",NA
"595",595,595,"89372206@OBS","Maniola jurtina","Animalia","Meadow Brown",1,15.0565338065,51.7267729652,"Poland",NA,"2014-06-20",NA
"596",596,596,"89372133@OBS","Scirpus sylvaticus","Plantae","Wood Club-rush",1,15.0565338065,51.7267729652,"Poland",NA,"2014-06-20",NA
"597",597,597,"89371942@OBS","Carex nigra","Plantae","Common Sedge",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"598",598,598,"89371930@OBS","Carex distans","Plantae","Distant Sedge",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"599",599,599,"89371927@OBS","Carex flacca","Plantae","Glaucous Sedge",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"600",600,600,"89371906@OBS","Haliaeetus albicilla","Animalia","White-tailed Eagle",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"601",601,601,"89371899@OBS","Melampyrum arvense","Plantae","Field Cow-wheat",1,14.91,53.22,"Poland",NA,"2014-06-19",NA
"602",602,602,"89371894@OBS","Carex disticha","Plantae","Brown Sedge",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"603",603,603,"89371882@OBS","Falcaria vulgaris","Plantae","Longleaf",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"604",604,604,"89371875@OBS","Thalictrum flavum","Plantae","Common Meadow-rue",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"605",605,605,"89371868@OBS","Blysmus compressus","Plantae","Broad Blysmus",1,14.9,53.2,"Poland",NA,"2014-06-19",NA
"606",606,606,"89371861@OBS","Anacamptis palustris","Plantae","Bog Orchid",1,14.9,53.2,"Poland",NA,"2014-06-19",NA
"607",607,607,"89371850@OBS","Ciconia ciconia","Animalia","White Stork",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"608",608,608,"89371844@OBS","Medicago sativa","Plantae","Lucerne",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"609",609,609,"89371839@OBS","Carex buxbaumii","Plantae","Club Sedge",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"610",610,610,"89371305@OBS","Schoenus nigricans","Plantae","Black Bog-rush",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"611",611,611,"89371299@OBS","Vanellus vanellus","Animalia","Northern Lapwing",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"612",612,612,"89371297@OBS","Lotus maritimus","Plantae","Dragon's-teeth",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"613",613,613,"89371292@OBS","Rhinanthus angustifolius","Plantae","Greater Yellow-rattle",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"614",614,614,"89371284@OBS","Chloris chloris","Animalia","European Greenfinch",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"615",615,615,"89371275@OBS","Cladium mariscus","Plantae","Great Fen-sedge",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"616",616,616,"89371264@OBS","Serinus serinus","Animalia","European Serin",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"617",617,617,"89371246@OBS","Centaurium erythraea","Plantae","Common Centaury",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"618",618,618,"89371234@OBS","Carex hartmanii","Plantae",NA,1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"619",619,619,"89371220@OBS","Carex panicea","Plantae","Carnation Sedge",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"620",620,620,"89371209@OBS","Silene vulgaris","Plantae","Bladder Campion",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"621",621,621,"89371200@OBS","Briza media","Plantae","Quaking-grass",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"622",622,622,"89371193@OBS","Trifolium montanum","Plantae","Mountain clover",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"623",623,623,"89371185@OBS","Helictochloa pratensis","Plantae","Meadow Oat-grass",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"624",624,624,"89371172@OBS","Astragalus danicus","Plantae","Purple Milk-vetch",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"625",625,625,"89371163@OBS","Campanula rapunculoides","Plantae","Creeping Bellflower",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"626",626,626,"89371155@OBS","Lathyrus tuberosus","Plantae","Tuberous Pea",1,14.9176025356,53.2215753412,"Poland",NA,"2014-06-19",NA
"627",627,627,"89370567@OBS","Juncus effusus","Plantae","Soft-rush",1,15.4435729841,53.1001261475,"Poland",NA,"2014-06-15",NA
"628",628,628,"89366221@OBS","Anax parthenope","Animalia","Lesser Emperor",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"629",629,629,"89366206@OBS","Sedum sexangulare","Plantae","Tasteless Stonecrop",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"630",630,630,"89366198@OBS","Melitaea diamina","Animalia","False Heath Fritillary",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"631",631,631,"89366191@OBS","Calopteryx splendens","Animalia","Banded Demoiselle",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"632",632,632,"89366179@OBS","Libellula quadrimaculata","Animalia","Four-spotted Chaser",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"633",633,633,"89366169@OBS","Leucorrhinia dubia","Animalia","Small Whiteface",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"634",634,634,"89366164@OBS","Eriophorum angustifolium","Plantae","Common Cottongrass",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"635",635,635,"89366161@OBS","Spinulum annotinum","Plantae","Interrupted Clubmoss",1,15.99,53.15,"Poland",NA,"2014-06-18",NA
"636",636,636,"89366141@OBS","Carex limosa","Plantae","Bog-sedge",1,15.95,53.15,"Poland",NA,"2014-06-18",NA
"637",637,637,"89366138@OBS","Calla palustris","Plantae","Bog Arum",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"638",638,638,"89366134@OBS","Scheuchzeria palustris","Plantae","Rannoch-rush",1,15.95,53.15,"Poland",NA,"2014-06-18",NA
"639",639,639,"89366128@OBS","Drosera rotundifolia","Plantae","Round-leaved Sundew",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"640",640,640,"89366124@OBS","Carex diandra","Plantae","Lesser Tussock-sedge",1,15.95,53.15,"Poland",NA,"2014-06-18",NA
"641",641,641,"89366117@OBS","Carex paniculata","Plantae","Greater Tussock-sedge",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"642",642,642,"89366106@OBS","Leucorrhinia albifrons","Animalia","Dark Whiteface",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"643",643,643,"89366098@OBS","Lysimachia thyrsiflora","Plantae","Tufted Loosestrife",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"644",644,644,"89366089@OBS","Rhododendron tomentosum","Plantae","Labrador-tea",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"645",645,645,"89366086@OBS","Andromeda polifolia","Plantae","Bog-rosemary",1,15.95,53.15,"Poland",NA,"2014-06-18",NA
"646",646,646,"89366081@OBS","Drosera anglica","Plantae","Great Sundew",1,15.95,53.15,"Poland",NA,"2014-06-18",NA
"647",647,647,"89366075@OBS","Vaccinium oxycoccos","Plantae","Small Cranberry",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"648",648,648,"89366060@OBS","Onychogomphus forcipatus","Animalia","Small pincertail",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"649",649,649,"89366050@OBS","Delichon urbicum","Animalia","Common House Martin",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"650",650,650,"89365828@OBS","Trifolium arvense","Plantae","Hare's-foot Clover",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"651",651,651,"89365807@OBS","Bembix rostrata","Animalia","Common European Sand Wasp",1,15.99,53.15,"Poland",NA,"2014-06-18",NA
"652",652,652,"89365793@OBS","Utricularia vulgaris","Plantae","Greater Bladderwort",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"653",653,653,"89365786@OBS","Chloris chloris","Animalia","European Greenfinch",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"654",654,654,"89365775@OBS","Orthetrum cancellatum","Animalia","Black-tailed Skimmer",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"655",655,655,"89365762@OBS","Leucorrhinia rubicunda","Animalia","Ruby Whiteface",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"656",656,656,"89365753@OBS","Eriophorum vaginatum","Plantae","Hare's-tail Cottongrass",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"657",657,657,"89365722@OBS","Carex lasiocarpa","Plantae","Slender Sedge",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"658",658,658,"89365708@OBS","Libellula fulva","Animalia","Scarce Chaser",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"659",659,659,"89365700@OBS","Castor fiber","Animalia","Eurasian Beaver",1,15.95,53.15,"Poland",NA,"2014-06-18",NA
"660",660,660,"89365693@OBS","Gomphus vulgatissimus","Animalia","Common Clubtail",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"661",661,661,"89365682@OBS","Onychogomphus forcipatus","Animalia","Small pincertail",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"662",662,662,"89365674@OBS","Gomphus vulgatissimus","Animalia","Common Clubtail",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"663",663,663,"89365666@OBS","Coenagrion puella","Animalia","Azure Bluet",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"664",664,664,"89365636@OBS","Circaea alpina","Plantae","Alpine Enchanter's-nightshade",1,15.9928893903,53.1516296152,"Poland",NA,"2014-06-18",NA
"665",665,665,"89365623@OBS","Ophioglossum vulgatum","Plantae","Adder's-tongue",1,15.99,53.15,"Poland",NA,"2014-06-18",NA
"666",666,666,"89365464@OBS","Phyteuma spicatum","Plantae","Spiked Rampion",1,15.19,53.04,"Poland",NA,"2014-06-17",NA
"667",667,667,"89365417@OBS","Athyrium filix-femina","Plantae","Lady-fern",1,15.1920890773,53.0415708324,"Poland",NA,"2014-06-17",NA
"668",668,668,"89365411@OBS","Polygonatum odoratum","Plantae","Angular Solomon's-seal",1,15.1920890773,53.0415708324,"Poland",NA,"2014-06-17",NA
"669",669,669,"89365402@OBS","Hottonia palustris","Plantae","Water Violet",1,15.1857376064,53.0602819851,"Poland",NA,"2014-06-17",NA
"670",670,670,"89365393@OBS","Viola mirabilis","Plantae","Wonder violet",1,15.1857376064,53.0602819851,"Poland",NA,"2014-06-17",NA
"671",671,671,"89365389@OBS","Carex digitata","Plantae","Fingered Sedge",1,15.18,53.06,"Poland",NA,"2014-06-17",NA
"672",672,672,"89365384@OBS","Certhia familiaris","Animalia","Eurasian Treecreeper",1,15.1857376064,53.0602819851,"Poland",NA,"2014-06-17",NA
"673",673,673,"89365377@OBS","Scutellaria columnae","Plantae","Large Skullcap",1,15.1857376064,53.0602819851,"Poland",NA,"2014-06-17",NA
"674",674,674,"89365031@OBS","Ranunculus lanuginosus","Plantae",NA,1,15.1857376064,53.0602819851,"Poland",NA,"2014-06-17",NA
"675",675,675,"89365016@OBS","Pulmonaria obscura","Plantae","Suffolk Lungwort",1,15.15,53.05,"Poland",NA,"2014-06-17",NA
"676",676,676,"89365008@OBS","Juncus compressus","Plantae","Round-fruited Rush",1,15.1857376064,53.0602819851,"Poland",NA,"2014-06-17",NA
"677",677,677,"89364999@OBS","Adoxa moschatellina","Plantae","Moschatel",1,15.1857376064,53.0602819851,"Poland",NA,"2014-06-17",NA
"678",678,678,"89364993@OBS","Dryopteris filix-mas","Plantae","Male-fern",1,15.1857376064,53.0602819851,"Poland",NA,"2014-06-17",NA
"679",679,679,"89364989@OBS","Galium odoratum","Plantae","Woodruff",1,15.1857376064,53.0602819851,"Poland",NA,"2014-06-17",NA
"680",680,680,"89364987@OBS","Hepatica nobilis","Plantae","Liverleaf",1,15.1857376064,53.0602819851,"Poland",NA,"2014-06-17",NA
"681",681,681,"89364982@OBS","Impatiens parviflora","Plantae","Small Balsam",1,15.1857376064,53.0602819851,"Poland",NA,"2014-06-17",NA
"682",682,682,"89364980@OBS","Sanicula europaea","Plantae","Sanicle",1,15.1857376064,53.0602819851,"Poland",NA,"2014-06-17",NA
"683",683,683,"89364977@OBS","Apodemus flavicollis","Animalia","Yellow-necked Mouse",1,15.15,53.05,"Poland",NA,"2014-06-17",NA
"684",684,684,"89364974@OBS","Circaea lutetiana","Plantae","Enchanter's-nightshade",1,15.1857376064,53.0602819851,"Poland",NA,"2014-06-17",NA
