"","...1","id","scientificName","kingdom","vernacularName","individualCount","longitudeDecimal","latitudeDecimal","country","stateProvince","eventDate","eventTime"
"608",608,"89371844@OBS","Medicago sativa","Plantae","Lucerne",1,14.9176025356,53.2215753412,"Poland",NA,2014-06-19,NA
"609",609,"89371839@OBS","Carex buxbaumii","Plantae","Club Sedge",1,14.9176025356,53.2215753412,"Poland",NA,2014-06-19,NA
"610",610,"89371305@OBS","Schoenus nigricans","Plantae","Black Bog-rush",1,14.9176025356,53.2215753412,"Poland",NA,2014-06-19,NA
"611",611,"89371299@OBS","Vanellus vanellus","Animalia","Northern Lapwing",1,14.9176025356,53.2215753412,"Poland",NA,2014-06-19,NA
"612",612,"89371297@OBS","Lotus maritimus","Plantae","Dragon's-teeth",1,14.9176025356,53.2215753412,"Poland",NA,2014-06-19,NA
"613",613,"89371292@OBS","Rhinanthus angustifolius","Plantae","Greater Yellow-rattle",1,14.9176025356,53.2215753412,"Poland",NA,2014-06-19,NA
"614",614,"89371284@OBS","Chloris chloris","Animalia","European Greenfinch",1,14.9176025356,53.2215753412,"Poland",NA,2014-06-19,NA
"615",615,"89371275@OBS","Cladium mariscus","Plantae","Great Fen-sedge",1,14.9176025356,53.2215753412,"Poland",NA,2014-06-19,NA
"616",616,"89371264@OBS","Serinus serinus","Animalia","European Serin",1,14.9176025356,53.2215753412,"Poland",NA,2014-06-19,NA
"617",617,"89371246@OBS","Centaurium erythraea","Plantae","Common Centaury",1,14.9176025356,53.2215753412,"Poland",NA,2014-06-19,NA
"618",618,"89371234@OBS","Carex hartmanii","Plantae",NA,1,14.9176025356,53.2215753412,"Poland",NA,2014-06-19,NA
"619",619,"89371220@OBS","Carex panicea","Plantae","Carnation Sedge",1,14.9176025356,53.2215753412,"Poland",NA,2014-06-19,NA
"620",620,"89371209@OBS","Silene vulgaris","Plantae","Bladder Campion",1,14.9176025356,53.2215753412,"Poland",NA,2014-06-19,NA
"621",621,"89371200@OBS","Briza media","Plantae","Quaking-grass",1,14.9176025356,53.2215753412,"Poland",NA,2014-06-19,NA
"622",622,"89371193@OBS","Trifolium montanum","Plantae","Mountain clover",1,14.9176025356,53.2215753412,"Poland",NA,2014-06-19,NA
"623",623,"89371185@OBS","Helictochloa pratensis","Plantae","Meadow Oat-grass",1,14.9176025356,53.2215753412,"Poland",NA,2014-06-19,NA
"624",624,"89371172@OBS","Astragalus danicus","Plantae","Purple Milk-vetch",1,14.9176025356,53.2215753412,"Poland",NA,2014-06-19,NA
"625",625,"89371163@OBS","Campanula rapunculoides","Plantae","Creeping Bellflower",1,14.9176025356,53.2215753412,"Poland",NA,2014-06-19,NA
"626",626,"89371155@OBS","Lathyrus tuberosus","Plantae","Tuberous Pea",1,14.9176025356,53.2215753412,"Poland",NA,2014-06-19,NA
"627",627,"89370567@OBS","Juncus effusus","Plantae","Soft-rush",1,15.4435729841,53.1001261475,"Poland",NA,2014-06-15,NA
"628",628,"89366221@OBS","Anax parthenope","Animalia","Lesser Emperor",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"629",629,"89366206@OBS","Sedum sexangulare","Plantae","Tasteless Stonecrop",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"630",630,"89366198@OBS","Melitaea diamina","Animalia","False Heath Fritillary",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"631",631,"89366191@OBS","Calopteryx splendens","Animalia","Banded Demoiselle",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"632",632,"89366179@OBS","Libellula quadrimaculata","Animalia","Four-spotted Chaser",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"633",633,"89366169@OBS","Leucorrhinia dubia","Animalia","Small Whiteface",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"634",634,"89366164@OBS","Eriophorum angustifolium","Plantae","Common Cottongrass",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"635",635,"89366161@OBS","Spinulum annotinum","Plantae","Interrupted Clubmoss",1,15.99,53.15,"Poland",NA,2014-06-18,NA
"636",636,"89366141@OBS","Carex limosa","Plantae","Bog-sedge",1,15.95,53.15,"Poland",NA,2014-06-18,NA
"637",637,"89366138@OBS","Calla palustris","Plantae","Bog Arum",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"638",638,"89366134@OBS","Scheuchzeria palustris","Plantae","Rannoch-rush",1,15.95,53.15,"Poland",NA,2014-06-18,NA
"639",639,"89366128@OBS","Drosera rotundifolia","Plantae","Round-leaved Sundew",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"640",640,"89366124@OBS","Carex diandra","Plantae","Lesser Tussock-sedge",1,15.95,53.15,"Poland",NA,2014-06-18,NA
"641",641,"89366117@OBS","Carex paniculata","Plantae","Greater Tussock-sedge",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"642",642,"89366106@OBS","Leucorrhinia albifrons","Animalia","Dark Whiteface",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"643",643,"89366098@OBS","Lysimachia thyrsiflora","Plantae","Tufted Loosestrife",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"644",644,"89366089@OBS","Rhododendron tomentosum","Plantae","Labrador-tea",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"645",645,"89366086@OBS","Andromeda polifolia","Plantae","Bog-rosemary",1,15.95,53.15,"Poland",NA,2014-06-18,NA
"646",646,"89366081@OBS","Drosera anglica","Plantae","Great Sundew",1,15.95,53.15,"Poland",NA,2014-06-18,NA
"647",647,"89366075@OBS","Vaccinium oxycoccos","Plantae","Small Cranberry",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"648",648,"89366060@OBS","Onychogomphus forcipatus","Animalia","Small pincertail",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"649",649,"89366050@OBS","Delichon urbicum","Animalia","Common House Martin",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"650",650,"89365828@OBS","Trifolium arvense","Plantae","Hare's-foot Clover",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"651",651,"89365807@OBS","Bembix rostrata","Animalia","Common European Sand Wasp",1,15.99,53.15,"Poland",NA,2014-06-18,NA
"652",652,"89365793@OBS","Utricularia vulgaris","Plantae","Greater Bladderwort",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"653",653,"89365786@OBS","Chloris chloris","Animalia","European Greenfinch",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"654",654,"89365775@OBS","Orthetrum cancellatum","Animalia","Black-tailed Skimmer",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"655",655,"89365762@OBS","Leucorrhinia rubicunda","Animalia","Ruby Whiteface",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"656",656,"89365753@OBS","Eriophorum vaginatum","Plantae","Hare's-tail Cottongrass",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"657",657,"89365722@OBS","Carex lasiocarpa","Plantae","Slender Sedge",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"658",658,"89365708@OBS","Libellula fulva","Animalia","Scarce Chaser",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"659",659,"89365700@OBS","Castor fiber","Animalia","Eurasian Beaver",1,15.95,53.15,"Poland",NA,2014-06-18,NA
"660",660,"89365693@OBS","Gomphus vulgatissimus","Animalia","Common Clubtail",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"661",661,"89365682@OBS","Onychogomphus forcipatus","Animalia","Small pincertail",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"662",662,"89365674@OBS","Gomphus vulgatissimus","Animalia","Common Clubtail",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"663",663,"89365666@OBS","Coenagrion puella","Animalia","Azure Bluet",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"664",664,"89365636@OBS","Circaea alpina","Plantae","Alpine Enchanter's-nightshade",1,15.9928893903,53.1516296152,"Poland",NA,2014-06-18,NA
"665",665,"89365623@OBS","Ophioglossum vulgatum","Plantae","Adder's-tongue",1,15.99,53.15,"Poland",NA,2014-06-18,NA
"666",666,"89365464@OBS","Phyteuma spicatum","Plantae","Spiked Rampion",1,15.19,53.04,"Poland",NA,2014-06-17,NA
"667",667,"89365417@OBS","Athyrium filix-femina","Plantae","Lady-fern",1,15.1920890773,53.0415708324,"Poland",NA,2014-06-17,NA
"668",668,"89365411@OBS","Polygonatum odoratum","Plantae","Angular Solomon's-seal",1,15.1920890773,53.0415708324,"Poland",NA,2014-06-17,NA
"669",669,"89365402@OBS","Hottonia palustris","Plantae","Water Violet",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"670",670,"89365393@OBS","Viola mirabilis","Plantae","Wonder violet",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"671",671,"89365389@OBS","Carex digitata","Plantae","Fingered Sedge",1,15.18,53.06,"Poland",NA,2014-06-17,NA
"672",672,"89365384@OBS","Certhia familiaris","Animalia","Eurasian Treecreeper",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"673",673,"89365377@OBS","Scutellaria columnae","Plantae","Large Skullcap",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"674",674,"89365031@OBS","Ranunculus lanuginosus","Plantae",NA,1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"675",675,"89365016@OBS","Pulmonaria obscura","Plantae","Suffolk Lungwort",1,15.15,53.05,"Poland",NA,2014-06-17,NA
"676",676,"89365008@OBS","Juncus compressus","Plantae","Round-fruited Rush",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"677",677,"89364999@OBS","Adoxa moschatellina","Plantae","Moschatel",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"678",678,"89364993@OBS","Dryopteris filix-mas","Plantae","Male-fern",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"679",679,"89364989@OBS","Galium odoratum","Plantae","Woodruff",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"680",680,"89364987@OBS","Hepatica nobilis","Plantae","Liverleaf",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"681",681,"89364982@OBS","Impatiens parviflora","Plantae","Small Balsam",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"682",682,"89364980@OBS","Sanicula europaea","Plantae","Sanicle",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"683",683,"89364977@OBS","Apodemus flavicollis","Animalia","Yellow-necked Mouse",1,15.15,53.05,"Poland",NA,2014-06-17,NA
"684",684,"89364974@OBS","Circaea lutetiana","Plantae","Enchanter's-nightshade",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"685",685,"89364972@OBS","Bufo bufo","Animalia","Common Toad",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"686",686,"89364967@OBS","Arum maculatum","Plantae","Lords-and-Ladies",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"687",687,"89364961@OBS","Epipactis spec.","Plantae",NA,1,15.15,53.05,"Poland",NA,2014-06-17,NA
"688",688,"89364955@OBS","Paris quadrifolia","Plantae","Herb-Paris",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"689",689,"89364947@OBS","Actaea spicata","Plantae","Baneberry",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"690",690,"89364935@OBS","Dryopteris dilatata","Plantae","Broad Buckler-fern",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"691",691,"89364933@OBS","Carex sylvatica","Plantae","Wood-sedge",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"692",692,"89364928@OBS","Scirpus sylvaticus","Plantae","Wood Club-rush",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"693",693,"89364921@OBS","Stachys sylvatica","Plantae","Hedge Woundwort",1,15.1857376064,53.0602819851,"Poland",NA,2014-06-17,NA
"694",694,"89364762@OBS","Anisantha tectorum","Plantae","Drooping Brome",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"695",695,"89364756@OBS","Carex nigra","Plantae","Common Sedge",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"696",696,"89364746@OBS","Carex canescens","Plantae","White Sedge",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"697",697,"89364741@OBS","Reseda lutea","Plantae","Wild Mignonette",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"698",698,"89364736@OBS","Euonymus europaeus","Plantae","Spindle",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"699",699,"89364729@OBS","Cichorium intybus","Plantae","Chicory",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"700",700,"89364710@OBS","Prunus mahaleb","Plantae","St Lucie Cherry",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"701",701,"89364702@OBS","Dactylorhiza incarnata","Plantae","Early Marsh-orchid",1,15.6,53.25,"Poland",NA,2014-06-16,NA
"702",702,"89364686@OBS","Ranunculus circinatus","Plantae","Water-crowfoot",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"703",703,"89364677@OBS","Dianthus deltoides","Plantae","Maiden Pink",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"704",704,"89364670@OBS","Somatochlora metallica","Animalia","Brilliant Emerald",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"705",705,"89364665@OBS","Carex lepidocarpa","Plantae","Long-stalked Yellow-sedge",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"706",706,"89364646@OBS","Corvus corax","Animalia","Northern Raven",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"707",707,"89364621@OBS","Carex appropinquata","Plantae","Fibrous Tussock-sedge",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"708",708,"89364616@OBS","Sedum acre","Plantae","Biting Stonecrop",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"709",709,"89364602@OBS","Lycaena hippothoe","Animalia","Purple-edged Copper",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"710",710,"89364449@OBS","Bromopsis inermis subsp. inermis","Plantae",NA,1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"711",711,"89364442@OBS","Elymus repens","Plantae","Couch-grass",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"712",712,"89364427@OBS","Chaerophyllum bulbosum","Plantae","Bulbous Chervil",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"713",713,"89364420@OBS","Carduus nutans","Plantae","Nodding Thistle",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"714",714,"89364415@OBS","Onychogomphus forcipatus","Animalia","Small pincertail",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"715",715,"89364399@OBS","Aphanes australis","Plantae","Slender Parsley-piert",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"716",716,"89364396@OBS","Impatiens parviflora","Plantae","Small Balsam",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"717",717,"89364383@OBS","Lycaena hippothoe","Animalia","Purple-edged Copper",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"718",718,"89364367@OBS","Fabriciana adippe","Animalia","High Brown Fritillary",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"719",719,"89364365@OBS","Herniaria glabra","Plantae","Smoother Rupture-wort",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"720",720,"89364361@OBS","Astragalus glycyphyllos","Plantae","Wild Liquorice",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"721",721,"89364358@OBS","Carex leporina","Plantae","Oval Sedge",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"722",722,"89364356@OBS","Trifolium arvense","Plantae","Hare's-foot Clover",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"723",723,"89364351@OBS","Aporia crataegi","Animalia","Black-veined White",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"724",724,"89364346@OBS","Chloris chloris","Animalia","European Greenfinch",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"725",725,"89364341@OBS","Berteroa incana","Plantae","Hoary Alison",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"726",726,"89364339@OBS","Sambucus nigra","Plantae","Elder",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"727",727,"89364334@OBS","Orthetrum cancellatum","Animalia","Black-tailed Skimmer",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"728",728,"89364328@OBS","Fumaria officinalis","Plantae","Common Fumitory",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"729",729,"89364307@OBS","Somatochlora flavomaculata","Animalia","Yellow-spotted Emerald",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"730",730,"89364298@OBS","Somatochlora flavomaculata","Animalia","Yellow-spotted Emerald",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"731",731,"89364223@OBS","Carex flava","Plantae","Large Yellow-sedge",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"732",732,"89364217@OBS","Carex demissa","Plantae","Common Yellow-sedge",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"733",733,"89364213@OBS","Serinus serinus","Animalia","European Serin",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"734",734,"89364204@OBS","Cervus elaphus","Animalia","Red Deer",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"735",735,"89364189@OBS","Bromus arvensis","Plantae","Field Brome",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"736",736,"89364181@OBS","Chaerophyllum temulum","Plantae","Rough Chervil",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"737",737,"89364167@OBS","Gonepteryx rhamni","Animalia","Brimstone",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"738",738,"89364152@OBS","Melilotus officinalis","Plantae","Ribbed Melilot",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"739",739,"89364141@OBS","Libellula fulva","Animalia","Scarce Chaser",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"740",740,"89364140@OBS","Libellula fulva","Animalia","Scarce Chaser",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"741",741,"89364136@OBS","Libellula fulva","Animalia","Scarce Chaser",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"742",742,"89364133@OBS","Libellula fulva","Animalia","Scarce Chaser",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"743",743,"89364130@OBS","Ochlodes sylvanus","Animalia","Large Skipper",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"744",744,"89364117@OBS","Melitaea diamina","Animalia","False Heath Fritillary",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"745",745,"89364109@OBS","Lycaena hippothoe","Animalia","Purple-edged Copper",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"746",746,"89364107@OBS","Calopteryx virgo","Animalia","Beautiful Demoiselle",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"747",747,"89364063@OBS","Carex pallescens","Plantae","Pale Sedge",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"748",748,"89364057@OBS","Polyommatus amandus","Animalia","Amanda's Blue",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"749",749,"89364051@OBS","Carex panicea","Plantae","Carnation Sedge",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"750",750,"89364048@OBS","Knautia arvensis","Plantae","Field Scabious",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"751",751,"89364041@OBS","Coenagrion puella","Animalia","Azure Bluet",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"752",752,"89364039@OBS","Asparagus officinalis subsp. officinalis","Plantae","Asparagus",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"753",753,"89364031@OBS","Artemisia absinthium","Plantae","Wormwood",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"754",754,"89364029@OBS","Persicaria bistorta","Plantae","Common Bistort",1,15.622444152,53.2991635726,"Poland",NA,2014-06-16,NA
"755",755,"89362111@OBS","Tilia cordata + Tilia platyphyllos + Tilia x vulgaris","Plantae",NA,1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"756",756,"89362110@OBS","Erigeron annuus","Plantae","Tall Fleabane",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"757",757,"89362098@OBS","Juncus inflexus","Plantae","Hard Rush",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"758",758,"89362095@OBS","Bromus hordeaceus","Plantae","Soft-brome",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"759",759,"89362092@OBS","Anthyllis vulneraria","Plantae","Kidney Vetch",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"760",760,"89362084@OBS","Consolida regalis","Plantae","Forking Larkspur",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"761",761,"89362079@OBS","Onopordum acanthium agg.","Plantae","Scotch Thistle",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"762",762,"89362073@OBS","Oenanthe aquatica","Plantae","Fine-leaved Water-dropwort",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"763",763,"89362068@OBS","Carex caryophyllea","Plantae","Spring-sedge",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"764",764,"89362062@OBS","Potentilla argentea","Plantae","Hoary Cinquefoil",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"765",765,"89362060@OBS","Vicia grandiflora","Plantae","Large-flowered Vetch",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"766",766,"89362056@OBS","Cynoglossum officinale","Plantae","Hound's-tongue",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"767",767,"89362050@OBS","Streptopelia decaocto","Animalia","Eurasian Collared Dove",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"768",768,"89362041@OBS","Descurainia sophia","Plantae","Flixweed",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"769",769,"89362022@OBS","Echium vulgare","Plantae","Viper's-bugloss",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"770",770,"89362018@OBS","Carex acuta","Plantae","Slender Tufted-sedge",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"771",771,"89361986@OBS","Carex hirta","Plantae","Hairy Sedge",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"772",772,"89361983@OBS","Plantago media","Plantae","Hoary Plantain",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"773",773,"89361924@OBS","Alopecurus aequalis","Plantae","Orange Foxtail",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"774",774,"89361914@OBS","Milvus milvus","Animalia","Red Kite",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"775",775,"89361909@OBS","Tripleurospermum maritimum","Plantae","False Mayweed (maritimum)",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"776",776,"89361895@OBS","Erodium cicutarium","Plantae","Common Stork's-bill",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"777",777,"89361888@OBS","Capreolus capreolus","Animalia","European Roe Deer",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"778",778,"89361883@OBS","Corvus corax","Animalia","Northern Raven",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"779",779,"89361876@OBS","Campanula rotundifolia","Plantae","Harebell",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"780",780,"89361856@OBS","Carex appropinquata","Plantae","Fibrous Tussock-sedge",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"781",781,"89361852@OBS","Avena fatua","Plantae","Wild Oat",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"782",782,"89361851@OBS","Senecio vernalis","Plantae","Spring Groundsel",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"783",783,"89361849@OBS","Pilosella officinarum","Plantae","Mouse-ear Hawkweed",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"784",784,"89361845@OBS","Medicago sativa","Plantae","Lucerne",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"785",785,"89361841@OBS","Carduus crispus","Plantae","Welted Thistle",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"786",786,"89361835@OBS","Securigera varia","Plantae","Crown Vetch",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"787",787,"89361832@OBS","Anchusa arvensis","Plantae","Small Bugloss",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"788",788,"89361826@OBS","Filipendula vulgaris","Plantae","Dropwort",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"789",789,"89361825@OBS","Lanius excubitor","Animalia","Great Grey Shrike",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"790",790,"89361821@OBS","Coenonympha glycerion","Animalia","Chestnut Heath",1,15.4,53.05,"Poland",NA,2014-06-15,NA
"791",791,"89361785@OBS","Carex pseudocyperus","Plantae","Cyperus Sedge",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"792",792,"89361783@OBS","Avena sativa","Plantae","Cultivated Oat",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"793",793,"89361781@OBS","Leonurus cardiaca","Plantae","Motherwort",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"794",794,"89361778@OBS","Lycopodium clavatum","Plantae","Stag's-horn Clubmoss",1,15.44,53.09,"Poland",NA,2014-06-15,NA
"795",795,"89361773@OBS","Lycaena dispar","Animalia","Large Copper",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"796",796,"89361764@OBS","Lycaena dispar","Animalia","Large Copper",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"797",797,"89361762@OBS","Lycaena dispar","Animalia","Large Copper",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"798",798,"89361761@OBS","Papaver rhoeas","Plantae","Corn Poppy",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"799",799,"89361759@OBS","Ochlodes sylvanus","Animalia","Large Skipper",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"800",800,"89361757@OBS","Lanius collurio","Animalia","Red-backed Shrike",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"801",801,"89361754@OBS","Emberiza calandra","Animalia","Corn Bunting",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"802",802,"89361750@OBS","Arrhenatherum elatius","Plantae","False Oat-grass",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
"803",803,"89361742@OBS","Tragopogon pratensis","Plantae","Goat's-beard",1,15.4428863386,53.0964155157,"Poland",NA,2014-06-15,NA
